,power
14345,-0.321
14346,-0.317
14347,-0.318
14348,-0.318
14349,-0.317
14350,-0.316
14351,-0.313
14352,-0.314
14353,-0.322
14354,-0.317
14355,-0.319
14356,-0.319
14357,-0.319
14358,-0.317
14359,-0.322
14360,-0.321
14361,-0.323
14362,-0.321
14363,-0.32
14364,-0.32
14365,-0.316
14366,-0.319
14367,-0.324
14368,-0.325
14369,-0.32
14370,-0.318
14371,-0.318
14372,-0.208
14373,-0.098
14374,2.273
14375,4.06
14376,5.36
14377,7.12
14378,10.713
14379,13.855
14380,13.939
14381,14.668
14382,18.165
14383,17.548
14384,19.322
14385,24.231
14386,31.088
14387,34.209
14388,43.222
14389,48.046
14390,43.975
14391,55.89
14392,66.802
14393,70.171
14394,74.623
14395,61.622
14396,54.998
14397,47.183
14398,44.321
14399,21.902
14400,15.673
14401,16.573
14402,20.239
14403,25.75
14404,31.788
14405,28.008
14406,27.363
14407,32.02
14408,29.051
14409,28.502
14410,26.353
14411,30.403
14412,30.583
14413,23.83
14414,23.004
14415,18.739
14416,19.62
14417,14.547
14418,10.233
14419,6.76
14420,5.69
14421,7.005
14422,6.165
14423,4.358
14424,2.567
14425,1.215
14426,0.019
14427,-0.452
14428,-0.41
14429,-0.323
14430,-0.322
14431,-0.328
14432,-0.324
14433,-0.324
14434,-0.322
14435,-0.322
14436,-0.321
14437,-0.322
14438,-0.327
14439,-0.33
14440,-0.323
14441,-0.332
14442,-0.33
14443,-0.332
14444,-0.33
14445,-0.331
14446,-0.328
14447,-0.328
14448,-0.325
14449,-0.328
14450,-0.335
14451,-0.331
14452,-0.331
14453,-0.332
14454,-0.333
14455,-0.328
14456,-0.327
14457,-0.335
14458,-0.333
14459,-0.336
14460,-0.329
14461,-0.328
14462,-0.336
14463,-0.335
14464,-0.337
14465,-0.333
14466,-0.327
14467,-0.334
14468,-0.343
14469,-0.352
14470,0.011
14471,0.327
14472,0.763
14473,1.117
14474,2.721
14475,7.209
14476,10.355
14477,12.533
14478,11.013
14479,6.705
14480,7.851
14481,7.006
14482,9.912
14483,9.855
14484,12.736
14485,13.722
14486,20.506
14487,19.419
14488,23.47
14489,27.518
14490,36.169
14491,35.911
14492,47.903
14493,46.794
14494,32.197
14495,48.481
14496,54.661
14497,53.958
14498,46.56
14499,16.563
14500,7.132
14501,6.72
14502,18.864
14503,14.608
14504,13.553
14505,13.999
14506,11.667
14507,10.717
14508,10.748
14509,11.901
14510,13.832
14511,17.025
14512,23.49
14513,18.819
14514,11.002
14515,8.872
14516,10.994
14517,13.104
14518,8.403
14519,5.551
14520,4.752
14521,1.682
14522,0.109
14523,-0.417
14524,-0.385
14525,-0.323
14526,-0.325
14527,-0.318
14528,-0.323
14529,-0.326
14530,-0.32
14531,-0.329
14532,-0.328
14533,-0.329
14534,-0.324
14535,-0.32
14536,-0.316
14537,-0.321
14538,-0.32
14539,-0.321
14540,-0.326
14541,-0.318
14542,-0.321
14543,-0.319
14544,-0.32
14545,-0.323
14546,-0.33
14547,-0.318
14548,-0.32
14549,-0.324
14550,-0.329
14551,-0.317
14552,-0.32
14553,-0.327
14554,-0.322
14555,-0.331
14556,-0.324
14557,-0.325
14558,-0.324
14559,-0.326
14560,-0.329
14561,-0.325
14562,-0.33
14563,-0.33
14564,-0.364
14565,-0.398
14566,0.123
14567,1.159
14568,3.191
14569,6.02
14570,7.503
14571,8.956
14572,16.49
14573,20.131
14574,20.661
14575,17.545
14576,18.498
14577,20.907
14578,22.239
14579,17.078
14580,24.863
14581,27.657
14582,37.476
14583,25.896
14584,30.62
14585,29.002
14586,26.306
14587,35.295
14588,41.112
14589,46.34
14590,46.683
14591,46.026
14592,52.924
14593,51.39
14594,67.108
14595,68.447
14596,42.652
14597,56.945
14598,34.031
14599,25.94
14600,37.282
14601,42.394
14602,10.4
14603,8.615
14604,10.086
14605,30.199
14606,33.828
14607,20.282
14608,20.34
14609,14.205
14610,11.63
14611,12.114
14612,13.072
14613,14.017
14614,12.049
14615,9.082
14616,8.985
14617,4.05
14618,0.464
14619,-0.398
14620,-0.351
14621,-0.321
14622,-0.323
14623,-0.328
14624,-0.328
14625,-0.323
14626,-0.324
14627,-0.328
14628,-0.321
14629,-0.32
14630,-0.326
14631,-0.318
14632,-0.321
14633,-0.322
14634,-0.32
14635,-0.326
14636,-0.328
14637,-0.32
14638,-0.328
14639,-0.323
14640,-0.32
14641,-0.323
14642,-0.324
14643,-0.322
14644,-0.318
14645,-0.323
14646,-0.319
14647,-0.317
14648,-0.317
14649,-0.322
14650,-0.324
14651,-0.329
14652,-0.318
14653,-0.323
14654,-0.322
14655,-0.321
14656,-0.32
14657,-0.33
14658,-0.322
14659,-0.325
14660,-0.3215
14661,-0.318
14662,0.604
14663,2.559
14664,4.934
14665,8.078
14666,12.285
14667,12.354
14668,13.132
14669,25.476
14670,30.166
14671,31.751
14672,37.117
14673,30.878
14674,24.652
14675,19.427
14676,36.59
14677,25.87
14678,28.171
14679,23.554
14680,25.166
14681,27.249
14682,26.558
14683,25.716
14684,26.483
14685,21.529
14686,21.456
14687,30.743
14688,45.744
14689,82.33
14690,79.1
14691,74.221
14692,62.411
14693,66.538
14694,67.472
14695,48.77
14696,40.89
14697,32.56
14698,43.199
14699,55.834
14700,37.272
14701,22.962
14702,21.349
14703,17.441
14704,24.383
14705,18.336
14706,7.815
14707,3.654
14708,2.243
14709,1.91
14710,1.529
14711,1.011
14712,0.454
14713,-0.022
14714,-0.301
14715,-0.447
14716,-0.428
14717,-0.32
14718,-0.323
14719,-0.324
14720,-0.324
14721,-0.327
14722,-0.321
14723,-0.324
14724,-0.327
14725,-0.329
14726,-0.33
14727,-0.326
14728,-0.325
14729,-0.325
14730,-0.325
14731,-0.323
14732,-0.325
14733,-0.321
14734,-0.325
14735,-0.324
14736,-0.317
14737,-0.323
14738,-0.318
14739,-0.326
14740,-0.324
14741,-0.319
14742,-0.319
14743,-0.32
14744,-0.328
14745,-0.324
14746,-0.32
14747,-0.322
14748,-0.325
14749,-0.315
14750,-0.32
14751,-0.326
14752,-0.322
14753,-0.323
14754,-0.321
14755,-0.322
14756,-0.2605
14757,-0.199
14758,0.921
14759,2.606
14760,4.481
14761,7.291
14762,9.446
14763,14.764
14764,17.343
14765,19.391
14766,25.576
14767,30.336
14768,33.068
14769,41.72
14770,49.255
14771,49.094
14772,47.429
14773,44.62
14774,35.226
14775,63.642
14776,59.857
14777,61.731
14778,54.204
14779,61.622
14780,72.564
14781,74.142
14782,73.453
14783,73.992
14784,75.835
14785,72.489
14786,77.714
14787,61.839
14788,59.858
14789,53.787
14790,62.122
14791,67.275
14792,65.66
14793,58.232
14794,60.621
14795,56.213
14796,49.631
14797,50.386
14798,46.838
14799,44.61
14800,38.129
14801,29.564
14802,19.892
14803,18.803
14804,14.256
14805,13.983
14806,7.382
14807,3.449
14808,2.537
14809,1.451
14810,0.001
14811,-0.439
14812,-0.399
14813,-0.322
14814,-0.322
14815,-0.315
14816,-0.316
14817,-0.322
14818,-0.322
14819,-0.327
14820,-0.313
14821,-0.326
14822,-0.309
14823,-0.308
14824,-0.317
14825,-0.314
14826,-0.316
14827,-0.313
14828,-0.315
14829,-0.316
14830,-0.316
14831,-0.315
14832,-0.317
14833,-0.311
14834,-0.319
14835,-0.314
14836,-0.317
14837,-0.324
14838,-0.321
14839,-0.317
14840,-0.319
14841,-0.318
14842,-0.317
14843,-0.313
14844,-0.317
14845,-0.317
14846,-0.315
14847,-0.323
14848,-0.317
14849,-0.321
14850,-0.318
14851,-0.32
14852,-0.291
14853,-0.262
14854,0.758
14855,2.903
14856,6.175
14857,10.107
14858,11.985
14859,17.187
14860,19.95
14861,22.57
14862,30.081
14863,36.665
14864,45.689
14865,48.485
14866,56.107
14867,57.049
14868,60.831
14869,61.75
14870,64.219
14871,55.04
14872,53.556
14873,71.594
14874,69.891
14875,66.488
14876,58.074
14877,54.892
14878,65.203
14879,81.531
14880,82.119
14881,80.706
14882,79.829
14883,73.772
14884,79.107
14885,76.343
14886,72.798
14887,54.917
14888,62.378
14889,67.802
14890,64.058
14891,60.09
14892,56.805
14893,52.929
14894,43.216
14895,28.876
14896,28.351
14897,22.244
14898,24.265
14899,18.624
14900,13.948
14901,6.384
14902,6.588
14903,4.376
14904,3.075
14905,2.866
14906,0.372
14907,-0.396
14908,-0.456
14909,-0.321
14910,-0.312
14911,-0.31
14912,-0.32
14913,-0.313
14914,-0.318
14915,-0.314
14916,-0.313
14917,-0.318
14918,-0.319
14919,-0.324
14920,-0.326
14921,-0.316
14922,-0.315
14923,-0.312
14924,-0.31
14925,-0.316
14926,-0.308
14927,-0.315
14928,-0.313
14929,-0.317
14930,-0.313
14931,-0.311
14932,-0.312
14933,-0.316
14934,-0.317
14935,-0.319
14936,-0.318
14937,-0.315
14938,-0.313
14939,-0.321
14940,-0.327
14941,-0.315
14942,-0.32
14943,-0.316
14944,-0.319
14945,-0.324
14946,-0.315
14947,-0.321
14948,-0.051
14949,0.219
14950,2.753
14951,4.481
14952,4.458
14953,5.073
14954,7.276
14955,9.979
14956,13.512
14957,15.665
14958,19.959
14959,23.154
14960,24.344
14961,30.831
14962,40.8
14963,46.561
14964,43.809
14965,32.124
14966,22.388
14967,21.86
14968,24.241
14969,24.76
14970,39.885
14971,35.866
14972,25.783
14973,30.578
14974,53.647
14975,56.56
14976,58.86
14977,43.822
14978,56.689
14979,60.193
14980,64.688
14981,40.795
14982,19.5
14983,16.519
14984,20.283
14985,53.11
14986,46.403
14987,30.868
14988,26.851
14989,33.073
14990,29.857
14991,33.22
14992,28.913
14993,27.473
14994,19.174
14995,14.061
14996,13.813
14997,6.242
14998,3.644
14999,2.208
15000,0.934
15001,0.28
15002,-0.162
15003,-0.424
15004,-0.365
15005,-0.317
15006,-0.318
15007,-0.315
15008,-0.321
15009,-0.308
15010,-0.326
15011,-0.329
15012,-0.323
15013,-0.328
15014,-0.319
15015,-0.322
15016,-0.321
15017,-0.321
15018,-0.332
15019,-0.33
15020,-0.327
15021,-0.323
15022,-0.317
15023,-0.328
15024,-0.319
15025,-0.32
15026,-0.319
15027,-0.327
15028,-0.325
15029,-0.322
15030,-0.326
15031,-0.323
15032,-0.326
15033,-0.33
15034,-0.321
15035,-0.32
15036,-0.32
15037,-0.326
15038,-0.33
15039,-0.317
15040,-0.322
15041,-0.321
15042,-0.319
15043,-0.327
15044,-0.364
15045,-0.401
15046,0.07
15047,0.996
15048,2.139
15049,3.802
15050,4.812
15051,5.633
15052,9.784
15053,15.547
15054,18.166
15055,23.226
15056,16.987
15057,21.205
15058,17.688
15059,26.268
15060,38.354
15061,50.924
15062,37.193
15063,24.402
15064,26.189
15065,38.576
15066,33.842
15067,33.778
15068,28.176
15069,29.025
15070,30.114
15071,41.516
15072,61.563
15073,39.114
15074,40.753
15075,39.105
15076,52.86
15077,70.506
15078,50.378
15079,55.143
15080,61.855
15081,75.581
15082,61.155
15083,54.031
15084,39.456
15085,44.061
15086,40.279
15087,31.207
15088,34.763
15089,34.133
15090,19.956
15091,25.923
15092,18.166
15093,14.283
15094,5.546
15095,3.332
15096,2.07
15097,0.398
15098,-0.301
15099,-0.46
15100,-0.357
15101,-0.326
15102,-0.326
15103,-0.328
15104,-0.331
15105,-0.328
15106,-0.321
15107,-0.33
15108,-0.335
15109,-0.335
15110,-0.329
15111,-0.332
15112,-0.337
15113,-0.335
15114,-0.329
15115,-0.331
15116,-0.34
15117,-0.335
15118,-0.332
15119,-0.341
15120,-0.338
15121,-0.34
15122,-0.343
15123,-0.342
15124,-0.34
15125,-0.341
15126,-0.344
15127,-0.342
15128,-0.339
15129,-0.344
15130,-0.351
15131,-0.341
15132,-0.345
15133,-0.342
15134,-0.34
15135,-0.343
15136,-0.342
15137,-0.342
15138,-0.341
15139,-0.343
15140,-0.368
15141,-0.393
15142,-0.206
15143,0.68
15144,2.223
15145,4.733
15146,7.446
15147,8.475
15148,8.111
15149,7.889
15150,12.867
15151,16.248
15152,23.228
15153,36.481
15154,34.423
15155,30.801
15156,37.161
15157,34.813
15158,24.385
15159,31.409
15160,46.724
15161,57.198
15162,48.016
15163,41.182
15164,38.275
15165,44.26
15166,37.905
15167,38.921
15168,25.334
15169,23.807
15170,31.17
15171,36.588
15172,58.394
15173,47.932
15174,28.864
15175,21.954
15176,17.25
15177,16.372
15178,8.058
15179,4.225
15180,2.829
15181,1.557
15182,0.917
15183,0.252
15184,0.061
15185,1.132
15186,2.35
15187,2.774
15188,2.619
15189,1.322
15190,-0.044
15191,0.704
15192,0.186
15193,-0.328
15194,-0.434
15195,-0.362
15196,-0.327
15197,-0.327
15198,-0.312
15199,-0.32
15200,-0.316
15201,-0.322
15202,-0.322
15203,-0.326
15204,-0.317
15205,-0.319
15206,-0.326
15207,-0.323
15208,-0.332
15209,-0.33
15210,-0.328
15211,-0.329
15212,-0.33
15213,-0.329
15214,-0.328
15215,-0.319
15216,-0.328
15217,-0.33
15218,-0.323
15219,-0.326
15220,-0.323
15221,-0.329
15222,-0.327
15223,-0.332
15224,-0.328
15225,-0.325
15226,-0.33
15227,-0.336
15228,-0.334
15229,-0.332
15230,-0.332
15231,-0.326
15232,-0.33
15233,-0.329
15234,-0.329
15235,-0.334
15236,-0.2505
15237,-0.167
15238,0.448
15239,1.396
15240,4.224
15241,6.151
15242,9.101
15243,10.542
15244,11.66
15245,18.726
15246,17.26
15247,21.062
15248,19.992
15249,27.678
15250,24.63
15251,25.995
15252,24.001
15253,25.475
15254,55.628
15255,61.197
15256,60.889
15257,58.892
15258,62.708
15259,76.212
15260,72.557
15261,38.937
15262,25.285
15263,26.801
15264,43.767
15265,78.674
15266,54.634
15267,76.173
15268,80.431
15269,69.11
15270,57.581
15271,50.257
15272,42.7
15273,64.325
15274,54.628
15275,39.071
15276,23.244
15277,18.35
15278,19.061
15279,19.365
15280,24.592
15281,12.655
15282,8.031
15283,6.027
15284,4.878
15285,4.098
15286,4.614
15287,4.168
15288,2.543
15289,0.961
15290,-0.229
15291,-0.497
15292,-0.362
15293,-0.313
15294,-0.324
15295,-0.326
15296,-0.318
15297,-0.324
15298,-0.325
15299,-0.321
15300,-0.297
15301,-0.326
15302,-0.317
15303,-0.325
15304,-0.327
15305,-0.323
15306,-0.325
15307,-0.321
15308,-0.316
15309,-0.323
15310,-0.323
15311,-0.315
15312,-0.324
15313,-0.317
15314,-0.321
15315,-0.315
15316,-0.321
15317,-0.32
15318,-0.316
15319,-0.313
15320,-0.312
15321,-0.326
15322,-0.322
15323,-0.326
15324,-0.323
15325,-0.324
15326,-0.32
15327,-0.323
15328,-0.318
15329,-0.323
15330,-0.331
15331,-0.323
15332,-0.319
15333,-0.315
15334,0.782
15335,2.09
15336,4.091
15337,6.253
15338,8.81
15339,15.713
15340,13.113
15341,17.873
15342,31.478
15343,33.713
15344,40.38
15345,43.426
15346,44.42
15347,45.111
15348,49.732
15349,64.15
15350,63.507
15351,57.039
15352,55.249
15353,57.259
15354,41.15
15355,58.116
15356,61.314
15357,45.25
15358,55.257
15359,36.664
15360,64.075
15361,50.151
15362,53.693
15363,54.828
15364,25.153
15365,38.077
15366,59.642
15367,48.053
15368,61.948
15369,24.366
15370,46.819
15371,25.626
15372,14.174
15373,13.593
15374,13.691
15375,16.63
15376,16.877
15377,26.722
15378,27.876
15379,15.135
15380,11.798
15381,10.738
15382,4.326
15383,2.757
15384,1.148
15385,-0.005
15386,-0.322
15387,-0.44
15388,-0.356
15389,-0.325
15390,-0.319
15391,-0.306
15392,-0.314
15393,-0.314
15394,-0.316
15395,-0.315
15396,-0.318
15397,-0.327
15398,-0.324
15399,-0.325
15400,-0.315
15401,-0.321
15402,-0.318
15403,-0.31
15404,-0.315
15405,-0.316
15406,-0.312
15407,-0.315
15408,-0.313
15409,-0.317
15410,-0.313
15411,-0.315
15412,-0.319
15413,-0.323
15414,-0.322
15415,-0.32
15416,-0.318
15417,-0.319
15418,-0.322
15419,-0.318
15420,-0.323
15421,-0.325
15422,-0.327
15423,-0.328
15424,-0.322
15425,-0.318
15426,-0.324
15427,-0.321
15428,-0.36
15429,-0.399
15430,-0.269
15431,0.313
15432,1.811
15433,3.59
15434,4.477
15435,9.417
15436,11.584
15437,14.523
15438,13.989
15439,16.745
15440,14.179
15441,31.464
15442,26.895
15443,23.013
15444,31.696
15445,32.753
15446,40.855
15447,50.976
15448,68.359
15449,48.942
15450,62.861
15451,52.969
15452,52.424
15453,60.331
15454,28.6
15455,25.267
15456,26.104
15457,50.614
15458,50.546
15459,43.84
15460,45.264
15461,43.349
15462,39.329
15463,49.616
15464,59.123
15465,53.85
15466,61.321
15467,63.941
15468,60.374
15469,58.799
15470,52.691
15471,40.069
15472,37.487
15473,39.539
15474,33.442
15475,27.843
15476,16.068
15477,15.191
15478,11.208
15479,9.459
15480,7.901
15481,3.888
15482,0.46
15483,-0.398
15484,-0.349
15485,-0.317
15486,-0.316
15487,-0.32
15488,-0.332
15489,-0.312
15490,-0.324
15491,-0.328
15492,-0.325
15493,-0.318
15494,-0.318
15495,-0.319
15496,-0.319
15497,-0.316
15498,-0.316
15499,-0.323
15500,-0.324
15501,-0.317
15502,-0.323
15503,-0.32
15504,-0.323
15505,-0.313
15506,-0.326
15507,-0.322
15508,-0.318
15509,-0.314
15510,-0.32
15511,-0.326
15512,-0.323
15513,-0.327
15514,-0.33
15515,-0.329
15516,-0.326
15517,-0.322
15518,-0.334
15519,-0.325
15520,-0.326
15521,-0.332
15522,-0.323
15523,-0.327
15524,-0.3865
15525,-0.446
15526,0.333
15527,0.751
15528,1.902
15529,2.322
15530,4.027
15531,4.2
15532,4.16
15533,8.113
15534,11.055
15535,11.718
15536,16.237
15537,22.858
15538,30.187
15539,28.041
15540,14.075
15541,8.654
15542,15.874
15543,19.017
15544,30.107
15545,37.4
15546,46.185
15547,59.672
15548,54.361
15549,58.274
15550,66.753
15551,79.045
15552,74.435
15553,58.736
15554,68.557
15555,84.812
15556,75.294
15557,51.107
15558,41.018
15559,17.315
15560,15.423
15561,12.123
15562,13.257
15563,11.984
15564,8.449
15565,6.448
15566,11.63
15567,24.877
15568,18.848
15569,16.056
15570,14.858
15571,16.141
15572,16.021
15573,9.682
15574,5.772
15575,2.715
15576,1.233
15577,0.066
15578,-0.417
15579,-0.419
15580,-0.34
15581,-0.329
15582,-0.321
15583,-0.326
15584,-0.318
15585,-0.315
15586,-0.327
15587,-0.322
15588,-0.327
15589,-0.326
15590,-0.326
15591,-0.324
15592,-0.32
15593,-0.321
15594,-0.317
15595,-0.322
15596,-0.325
15597,-0.325
15598,-0.32
15599,-0.321
15600,-0.318
15601,-0.32
15602,-0.325
15603,-0.328
15604,-0.326
15605,-0.333
15606,-0.329
15607,-0.326
15608,-0.331
15609,-0.327
15610,-0.335
15611,-0.328
15612,-0.326
15613,-0.339
15614,-0.328
15615,-0.33
15616,-0.326
15617,-0.321
15618,-0.335
15619,-0.328
15620,-0.352
15621,-0.376
15622,0.817
15623,3.264
15624,4.388
15625,3.215
15626,4.957
15627,5.969
15628,10.946
15629,18.429
15630,21.587
15631,21.589
15632,24.077
15633,26.258
15634,35.777
15635,39.511
15636,37.107
15637,22.245
15638,14.984
15639,21.805
15640,42.017
15641,42.699
15642,28.318
15643,23.974
15644,30.517
15645,35.727
15646,38.185
15647,51.952
15648,58.53
15649,65.793
15650,69.199
15651,76.366
15652,48.273
15653,17.653
15654,22.698
15655,45.898
15656,50.156
15657,39.992
15658,15.581
15659,13.345
15660,27.551
15661,24.08
15662,38.851
15663,42.987
15664,30.353
15665,15.575
15666,12.499
15667,12.219
15668,12.941
15669,11.247
15670,10.406
15671,9.206
15672,6.535
15673,4.239
15674,0.106
15675,-0.378
15676,-0.347
15677,-0.317
15678,-0.316
15679,-0.318
15680,-0.321
15681,-0.328
15682,-0.32
15683,-0.309
15684,-0.317
15685,-0.319
15686,-0.316
15687,-0.32
15688,-0.322
15689,-0.325
15690,-0.325
15691,-0.328
15692,-0.327
15693,-0.327
15694,-0.336
15695,-0.332
15696,-0.327
15697,-0.33
15698,-0.336
15699,-0.331
15700,-0.328
15701,-0.33
15702,-0.333
15703,-0.324
15704,-0.315
15705,-0.321
15706,-0.323
15707,-0.317
15708,-0.325
15709,-0.328
15710,-0.322
15711,-0.32
15712,-0.335
15713,-0.333
15714,-0.331
15715,-0.312
15716,-0.3605
15717,-0.409
15718,-0.233
15719,0.347
15720,1.59
15721,2.391
15722,2.341
15723,4.471
15724,7.953
15725,9.316
15726,9.851
15727,10.7
15728,11.263
15729,12.664
15730,13.464
15731,16.192
15732,19.187
15733,16.014
15734,14.472
15735,15.403
15736,14.785
15737,15.833
15738,18.926
15739,24.162
15740,23.912
15741,22.722
15742,26.326
15743,26.548
15744,28.932
15745,29.418
15746,27.571
15747,25.31
15748,29.593
15749,25.281
15750,25.354
15751,29.785
15752,27.137
15753,32.367
15754,29.609
15755,30.865
15756,17.997
15757,15.505
15758,13.815
15759,12.99
15760,6.413
15761,5.048
15762,7.615
15763,8.964
15764,7.436
15765,3.697
15766,3.283
15767,2.974
15768,1.786
15769,0.047
15770,-0.441
15771,-0.421
15772,-0.343
15773,-0.332
15774,-0.331
15775,-0.334
15776,-0.333
15777,-0.331
15778,-0.332
15779,-0.33
15780,-0.328
15781,-0.331
15782,-0.328
15783,-0.338
15784,-0.321
15785,-0.325
15786,-0.338
15787,-0.33
15788,-0.325
15789,-0.332
15790,-0.338
15791,-0.343
15792,-0.345
15793,-0.341
15794,-0.339
15795,-0.33
15796,-0.338
15797,-0.337
15798,-0.339
15799,-0.341
15800,-0.338
15801,-0.339
15802,-0.339
15803,-0.342
15804,-0.336
15805,-0.342
15806,-0.343
15807,-0.338
15808,-0.341
15809,-0.337
15810,-0.336
15811,-0.334
15812,-0.367
15813,-0.4
15814,0.064
15815,1.37
15816,3.417
15817,4.96
15818,7.553
15819,13.79
15820,17.787
15821,26.213
15822,30.203
15823,21.617
15824,19.985
15825,22.719
15826,22.47
15827,23.394
15828,22.427
15829,20.49
15830,21.911
15831,18.995
15832,23.628
15833,33.805
15834,32.226
15835,51.054
15836,76.565
15837,76.416
15838,41.841
15839,26.648
15840,12.319
15841,8.732
15842,10.65
15843,12.08
15844,22.663
15845,18.004
15846,19.756
15847,24.136
15848,21.761
15849,15.185
15850,12.542
15851,13.702
15852,15.064
15853,14.086
15854,13.112
15855,10.77
15856,9.607
15857,9.223
15858,7.797
15859,5.885
15860,7.474
15861,6.918
15862,6.235
15863,4.22
15864,2.562
15865,1.006
15866,-0.052
15867,-0.404
15868,-0.345
15869,-0.323
15870,-0.333
15871,-0.331
15872,-0.333
15873,-0.345
15874,-0.339
15875,-0.324
15876,-0.323
15877,-0.326
15878,-0.343
15879,-0.335
15880,-0.326
15881,-0.334
15882,-0.329
15883,-0.331
15884,-0.334
15885,-0.328
15886,-0.33
15887,-0.32
15888,-0.331
15889,-0.333
15890,-0.327
15891,-0.328
15892,-0.33
15893,-0.33
15894,-0.332
15895,-0.332
15896,-0.323
15897,-0.323
15898,-0.328
15899,-0.33
15900,-0.33
15901,-0.328
15902,-0.328
15903,-0.323
15904,-0.327
15905,-0.326
15906,-0.316
15907,-0.328
15908,-0.386
15909,-0.444
15910,-0.103
15911,1.238
15912,3.773
15913,8.726
15914,16.281
15915,21.135
15916,18.505
15917,17.3
15918,24.315
15919,19.399
15920,15.685
15921,18.516
15922,26.562
15923,22.277
15924,23.976
15925,28.017
15926,29.079
15927,26.808
15928,31.513
15929,41.545
15930,41.093
15931,33.322
15932,21.649
15933,27.585
15934,34.235
15935,38.972
15936,48.984
15937,50.164
15938,52.354
15939,46.413
15940,52.135
15941,50.847
15942,57.095
15943,45.568
15944,44.102
15945,41.072
15946,34.641
15947,26.249
15948,37.224
15949,36.309
15950,32.682
15951,18.089
15952,14.765
15953,14.981
15954,11.642
15955,9.247
15956,6.749
15957,5.324
15958,4.268
15959,2.652
15960,1.252
15961,0.271
15962,-0.381
15963,-0.454
15964,-0.35
15965,-0.336
15966,-0.348
15967,-0.345
15968,-0.331
15969,-0.324
15970,-0.326
15971,-0.331
15972,-0.331
15973,-0.326
15974,-0.324
15975,-0.334
15976,-0.331
15977,-0.33
15978,-0.324
15979,-0.32
15980,-0.326
15981,-0.325
15982,-0.323
15983,-0.331
15984,-0.327
15985,-0.33
15986,-0.335
15987,-0.333
15988,-0.331
15989,-0.335
15990,-0.328
15991,-0.329
15992,-0.332
15993,-0.327
15994,-0.334
15995,-0.325
15996,-0.33
15997,-0.333
15998,-0.336
15999,-0.331
16000,-0.334
16001,-0.341
16002,-0.337
16003,-0.336
16004,-0.4025
16005,-0.469
16006,0.141
16007,1.314
16008,2.928
16009,7.114
16010,8.87
16011,9.724
16012,11.51
16013,14.619
16014,15.244
16015,21.602
16016,25.048
16017,30.86
16018,45.108
16019,36.566
16020,27.553
16021,41.776
16022,53.463
16023,47.016
16024,59.346
16025,51.291
16026,53.846
16027,57.964
16028,74.965
16029,71.234
16030,61.903
16031,58.364
16032,71.644
16033,77.218
16034,79.099
16035,82.069
16036,81.34
16037,76.107
16038,76.974
16039,72.757
16040,62.192
16041,54.114
16042,44.431
16043,48.255
16044,47.659
16045,51.056
16046,37.542
16047,39.687
16048,37.743
16049,41.837
16050,31.132
16051,16.676
16052,10.108
16053,5.415
16054,1.649
16055,0.508
16056,-0.008
16057,-0.282
16058,-0.443
16059,-0.376
16060,-0.323
16061,-0.319
16062,-0.324
16063,-0.325
16064,-0.328
16065,-0.321
16066,-0.319
16067,-0.315
16068,-0.323
16069,-0.318
16070,-0.313
16071,-0.317
16072,-0.32
16073,-0.316
16074,-0.317
16075,-0.318
16076,-0.317
16077,-0.316
16078,-0.311
16079,-0.316
16080,-0.315
16081,-0.315
16082,-0.317
16083,-0.326
16084,-0.319
16085,-0.328
16086,-0.32
16087,-0.316
16088,-0.326
16089,-0.315
16090,-0.317
16091,-0.32
16092,-0.326
16093,-0.319
16094,-0.324
16095,-0.327
16096,-0.323
16097,-0.324
16098,-0.323
16099,-0.329
16100,-0.3865
16101,-0.444
16102,-0.129
16103,0.728
16104,2.666
16105,5.157
16106,8.019
16107,10.528
16108,12.491
16109,16.832
16110,21.533
16111,25.613
16112,33.097
16113,39.896
16114,42.109
16115,45.456
16116,55.269
16117,59.491
16118,74.098
16119,63.411
16120,63.48
16121,79.06
16122,82.152
16123,77.399
16124,55.945
16125,53.489
16126,83.934
16127,84.306
16128,59.709
16129,55.836
16130,65.049
16131,68.282
16132,70.029
16133,73.018
16134,77.845
16135,72.09
16136,68.702
16137,52.44
16138,32.691
16139,53.774
16140,56.04
16141,52.346
16142,47.538
16143,45.631
16144,30.181
16145,25.321
16146,36.256
16147,18.852
16148,8.576
16149,7.375
16150,6.682
16151,3.488
16152,1.265
16153,0.065
16154,-0.415
16155,-0.424
16156,-0.347
16157,-0.325
16158,-0.323
16159,-0.324
16160,-0.31
16161,-0.318
16162,-0.318
16163,-0.31
16164,-0.321
16165,-0.313
16166,-0.322
16167,-0.329
16168,-0.322
16169,-0.323
16170,-0.315
16171,-0.324
16172,-0.32
16173,-0.32
16174,-0.329
16175,-0.321
16176,-0.328
16177,-0.321
16178,-0.323
16179,-0.318
16180,-0.329
16181,-0.319
16182,-0.321
16183,-0.324
16184,-0.321
16185,-0.33
16186,-0.328
16187,-0.331
16188,-0.327
16189,-0.329
16190,-0.336
16191,-0.33
16192,-0.331
16193,-0.333
16194,-0.336
16195,-0.331
16196,-0.331
16197,-0.331
16198,-0.452
16199,-0.26
16200,-0.17
16201,-0.049
16202,0.023
16203,0.561
16204,1.208
16205,2.279
16206,2.963
16207,2.381
16208,2.676
16209,5.369
16210,5.1
16211,6.071
16212,6.279
16213,8.914
16214,17.832
16215,26.603
16216,28.822
16217,33.602
16218,40.449
