,power
66392,49
66393,61.6
66394,70.6
66395,78
66396,59.2
66397,34.1
66398,75
66399,86.3
66400,85.2
66401,67
66402,57
66403,44.3
66404,27.8
66405,19.2
66406,18.4
66407,19
66408,12
66409,11.8
66410,7.9
66411,5.3
66412,6.5
66413,1.9
66414,1.7
66415,1.3
66416,1.1
66417,0.7
66418,0.3
66419,-0.1
66420,-0.3
66421,-0.5
66422,-0.5
66423,-0.4
66424,-0.4
66425,-0.3
66426,-0.3
66427,-0.3
66428,-0.4
66429,-0.3
66430,-0.4
66431,-0.4
66432,-0.4
66433,-0.4
66434,-0.4
66435,-0.4
66436,-0.4
66437,-0.4
66438,-0.4
66439,-0.4
66440,-0.3
66441,-0.3
66442,-0.3
66443,-0.3
66444,-0.3
66445,-0.4
66446,-0.4
66447,-0.4
66448,-0.4
66449,-0.4
66450,-0.4
66451,-0.4
66452,-0.4
66453,-0.4
66454,-0.4
66455,-0.4
66456,-0.4
66457,-0.4
66458,-0.4
66459,-0.4
66460,-0.4
66461,-0.4
66462,-0.4
66463,-0.4
66464,-0.4
66465,-0.4
66466,-0.4
66467,-0.4
66468,-0.4
66469,-0.4
66470,-0.3
66471,-0.4
66472,-0.4
66473,-0.4
66474,-0.4
66475,-0.4
66476,-0.5
66477,-0.3
66478,0.5
66479,1.8
66480,2.2
66481,3
66482,4.4
66483,4.7
66484,5.3
66485,6.9
66486,7.4
66487,9.8
66488,10.1
66489,8.9
66490,9.9
66491,13.1
66492,13.9
66493,14.1
66494,14.9
66495,18.6
66496,25
66497,21.5
66498,24.4
66499,23.2
66500,20.5
66501,21.6
66502,20.5
66503,14
66504,16.2
66505,14.2
66506,11.9
66507,8.8
66508,10
66509,9
66510,10.7
66511,11.4
66512,9.5
66513,9.2
66514,8
66515,4.6
66516,2.1
66517,0.8
66518,-0.4
66519,-0.5
66520,-0.3
66521,-0.3
66522,-0.4
66523,-0.4
66524,-0.4
66525,-0.4
66526,-0.4
66527,-0.4
66528,-0.4
66529,-0.4
66530,-0.4
66531,-0.4
66532,-0.4
66533,-0.4
66534,-0.4
66535,-0.3
66536,-0.4
66537,-0.3
66538,-0.3
66539,-0.4
66540,-0.4
66541,-0.4
66542,-0.4
66543,-0.4
66544,-0.4
66545,-0.4
66546,-0.4
66547,-0.4
66548,-0.4
66549,-0.3
66550,-0.4
66551,-0.4
66552,-0.4
66553,-0.4
66554,-0.4
66555,-0.4
66556,-0.4
66557,-0.4
66558,-0.4
66559,-0.4
66560,-0.4
66561,-0.4
66562,-0.4
66563,-0.4
66564,-0.4
66565,-0.3
66566,-0.4
66567,-0.3
66568,-0.3
66569,-0.3
66570,-0.4
66571,-0.5
66572,-0.2
66573,0.9
66574,3.5
66575,7.3
66576,13.9
66577,18.5
66578,17.6
66579,35.7
66580,43.7
66581,48.2
66582,55.5
66583,64.3
66584,69.5
66585,73
66586,75.8
66587,78.4
66588,79.1
66589,82.5
66590,83.8
66591,84.8
66592,85.6
66593,86.3
66594,85.6
66595,84.7
66596,83.5
66597,82.3
66598,79.9
66599,77.7
66600,74.7
66601,71.5
66602,68
66603,63.6
66604,58.9
66605,53.4
66606,47.3
66607,40.6
66608,33
66609,24.4
66610,16.8
66611,10.5
66612,5.5
66613,1.6
66614,-0.1
66615,-0.5
66616,-0.4
66617,-0.3
66618,-0.3
66619,-0.4
66620,-0.4
66621,-0.4
66622,-0.4
66623,-0.3
66624,-0.4
66625,-0.3
66626,-0.4
66627,-0.4
66628,-0.4
66629,-0.3
66630,-0.3
66631,-0.4
66632,-0.4
66633,-0.4
66634,-0.4
66635,-0.3
66636,-0.4
66637,-0.4
66638,-0.4
66639,-0.4
66640,-0.4
66641,-0.4
66642,-0.4
66643,-0.4
66644,-0.4
66645,-0.3
66646,-0.4
66647,-0.3
66648,-0.3
66649,-0.3
66650,-0.4
66651,-0.3
66652,-0.3
66653,-0.4
66654,-0.4
66655,-0.4
66656,-0.3
66657,-0.3
66658,-0.3
66659,-0.3
66660,-0.3
66661,-0.4
66662,-0.4
66663,-0.3
66664,-0.3
66665,-0.3
66666,-0.3
66667,-0.5
66668,1
66669,2.5
66670,7.9
66671,15.2
66672,23.5
66673,32.2
66674,40.6
66675,47.8
66676,54
66677,59.3
66678,63.7
66679,67.5
66680,70.7
66681,73.5
66682,75.9
66683,78
66684,79.8
66685,81
66686,81.8
66687,82.9
66688,84.2
66689,84.6
66690,84.3
66691,83.9
66692,83.3
66693,82.3
66694,80.4
66695,78.3
66696,75.6
66697,72.7
66698,68.8
66699,64.5
66700,59.4
66701,53.9
66702,48.2
66703,42.2
66704,34.9
66705,26.5
66706,18.4
66707,11.4
66708,6.1
66709,2
66710,0.75
66711,-0.5
66712,-0.4
66713,-0.3
66714,-0.3
66715,-0.3
66716,-0.3
66717,-0.3
66718,-0.3
66719,-0.3
66720,-0.3
66721,-0.3
66722,-0.4
66723,-0.4
66724,-0.4
66725,-0.3
66726,-0.3
66727,-0.3
66728,-0.3
66729,-0.3
66730,-0.3
66731,-0.3
66732,-0.3
66733,-0.3
66734,-0.3
66735,-0.3
66736,-0.3
66737,-0.3
66738,-0.3
66739,-0.3
66740,-0.3
66741,-0.3
66742,-0.3
66743,-0.3
66744,-0.3
66745,-0.3
66746,-0.3
66747,-0.3
66748,-0.3
66749,-0.3
66750,-0.3
66751,-0.3
66752,-0.3
66753,-0.3
66754,-0.3
66755,-0.3
66756,-0.3
66757,-0.3
66758,-0.3
66759,-0.3
66760,-0.3
66761,-0.3
66762,-0.3
66763,-0.5
66764,0.85
66765,2.2
66766,6.4
66767,12.9
66768,20.8
66769,28.9
66770,36.7
66771,44.3
66772,49.8
66773,54.5
66774,58.5
66775,63.7
66776,67.9
66777,64.9
66778,76.4
66779,78.5
66780,77.9
66781,80.3
66782,81.8
66783,82.9
66784,84.1
66785,83.8
66786,82
66787,63.6
66788,72.3
66789,72.3
66790,72.7
66791,76.2
66792,74.2
66793,70.7
66794,67
66795,63.4
66796,59
66797,54.1
66798,47.9
66799,41.8
66800,34.4
66801,26.1
66802,18.2
66803,11.3
66804,5.9
66805,2
66806,0.1
66807,-0.5
66808,-0.4
66809,-0.4
66810,-0.3
66811,-0.3
66812,-0.3
66813,-0.3
66814,-0.3
66815,-0.3
66816,-0.4
66817,-0.3
66818,-0.3
66819,-0.3
66820,-0.3
66821,-0.3
66822,-0.3
66823,-0.3
66824,-0.3
66825,-0.3
66826,-0.3
66827,-0.3
66828,-0.3
66829,-0.3
66830,-0.3
66831,-0.3
66832,-0.3
66833,-0.3
66834,-0.3
66835,-0.3
66836,-0.3
66837,-0.3
66838,-0.3
66839,-0.3
66840,-0.3
66841,-0.3
66842,-0.3
66843,-0.3
66844,-0.3
66845,-0.3
66846,-0.3
66847,-0.3
66848,-0.3
66849,-0.3
66850,-0.3
66851,-0.3
66852,-0.3
66853,-0.3
66854,-0.3
66855,-0.3
66856,-0.3
66857,-0.4
66858,-0.4
66859,-0.5
66860,-0.1
66861,2.3
66862,7.2
66863,14.1
66864,22
66865,30.7
66866,39
66867,46.4
66868,52.8
66869,58.3
66870,63.1
66871,67.6
66872,71.7
66873,75.2
66874,78.3
66875,80.7
66876,82.7
66877,84.4
66878,86.1
66879,87.3
66880,87.5
66881,87.6
66882,87.4
66883,86.3
66884,84.9
66885,83.6
66886,81.6
66887,79
66888,75.8
66889,72.6
66890,69.3
66891,65.2
66892,60.8
66893,56.3
66894,50.8
66895,44.3
66896,35.9
66897,26.6
66898,17.7
66899,8.2
66900,4.2
66901,1.8
66902,0.65
66903,-0.5
66904,-0.4
66905,-0.4
66906,-0.4
66907,-0.4
66908,-0.4
66909,-0.4
66910,-0.4
66911,-0.4
66912,-0.3
66913,-0.4
66914,-0.4
66915,-0.4
66916,-0.4
66917,-0.4
66918,-0.4
66919,-0.4
66920,-0.4
66921,-0.4
66922,-0.3
66923,-0.4
66924,-0.4
66925,-0.3
66926,-0.4
66927,-0.4
66928,-0.4
66929,-0.3
66930,-0.3
66931,-0.3
66932,-0.3
66933,-0.3
66934,-0.4
66935,-0.4
66936,-0.4
66937,-0.4
66938,-0.4
66939,-0.4
66940,-0.4
66941,-0.3
66942,-0.4
66943,-0.4
66944,-0.4
66945,-0.4
66946,-0.4
66947,-0.3
66948,-0.3
66949,-0.4
66950,-0.4
66951,-0.4
66952,-0.4
66953,-0.3
66954,-0.3
66955,-0.3
66956,-0.5
66957,-0.4
66958,0.5
66959,4.9
66960,6
66961,9.9
66962,10.8
66963,27.2
66964,35.4
66965,43
66966,46.6
66967,21.5
66968,29.6
66969,32.5
66970,12.8
66971,14
66972,13.3
66973,16
66974,11
66975,15
66976,29.5
66977,13.4
66978,24.1
66979,71.4
66980,24.5
66981,12.1
66982,18.9
66983,8.9
66984,3.5
66985,3.7
66986,7.8
66987,6.6
66988,3.5
66989,1.4
66990,2.6
66991,1.2
66992,0.7
66993,0.1
66994,-0.05
66995,-0.2
66996,-0.2
66997,-0.4
66998,-0.5
66999,-0.5
67000,-0.4
67001,-0.4
67002,-0.4
67003,-0.4
67004,-0.4
67005,-0.4
67006,-0.4
67007,-0.4
67008,-0.4
67009,-0.4
67010,-0.4
67011,-0.4
67012,-0.4
67013,-0.4
67014,-0.4
67015,-0.4
67016,-0.4
67017,-0.4
67018,-0.4
67019,-0.4
67020,-0.4
67021,-0.4
67022,-0.4
67023,-0.4
67024,-0.4
67025,-0.4
67026,-0.4
67027,-0.4
67028,-0.4
67029,-0.4
67030,-0.4
67031,-0.4
67032,-0.4
67033,-0.4
67034,-0.4
67035,-0.4
67036,-0.4
67037,-0.4
67038,-0.4
67039,-0.4
67040,-0.4
67041,-0.4
67042,-0.4
67043,-0.4
67044,-0.4
67045,-0.4
67046,-0.4
67047,-0.4
67048,-0.3
67049,-0.3
67050,-0.3
67051,-0.4
67052,-0.5
67053,-0.2
67054,0.4
67055,1.5
67056,2.7
67057,4.3
67058,6
67059,8.3
67060,10.6
67061,13.2
67062,16.3
67063,15.9
67064,15.1
67065,17.1
67066,20.9
67067,20.9
67068,16.3
67069,16.5
67070,19.4
67071,22.5
67072,26.3
67073,28
67074,27.5
67075,28.4
67076,26.6
67077,30.7
67078,25.7
67079,42.7
67080,60.3
67081,70.1
67082,69.1
67083,54.9
67084,66
67085,56.5
67086,16.1
67087,14.3
67088,16.2
67089,18.8
67090,8.6
67091,5.7
67092,3.5
67093,0.8
67094,-0.3
67095,-0.5
67096,-0.4
67097,-0.4
67098,-0.4
67099,-0.4
67100,-0.4
67101,-0.4
67102,-0.4
67103,-0.4
67104,-0.4
67105,-0.4
67106,-0.4
67107,-0.4
67108,-0.4
67109,-0.4
67110,-0.4
67111,-0.4
67112,-0.4
67113,-0.4
67114,-0.4
67115,-0.4
67116,-0.4
67117,-0.4
67118,-0.4
67119,-0.4
67120,-0.4
67121,-0.4
67122,-0.4
67123,-0.4
67124,-0.4
67125,-0.4
67126,-0.4
67127,-0.4
67128,-0.4
67129,-0.4
67130,-0.4
67131,-0.4
67132,-0.4
67133,-0.4
67134,-0.4
67135,-0.4
67136,-0.4
67137,-0.4
67138,-0.4
67139,-0.4
67140,-0.4
67141,-0.4
67142,-0.4
67143,-0.4
67144,-0.4
67145,-0.4
67146,-0.4
67147,-0.5
67148,0.1
67149,2.2
67150,3.9
67151,7
67152,6.4
67153,9.2
67154,14.7
67155,21.9
67156,24.4
67157,31.7
67158,55.5
67159,68
67160,73.5
67161,77.6
67162,80.1
67163,80.6
67164,80.2
67165,68.9
67166,51.1
67167,66.5
67168,44.8
67169,47.9
67170,33.2
67171,28.6
67172,63.4
67173,61.7
67174,54.6
67175,33.3
67176,17
67177,13.8
67178,14.3
67179,12.9
67180,12.2
67181,9.4
67182,8.6
67183,7.9
67184,6
67185,3.8
67186,2.7
67187,2.5
67188,1.4
67189,0.2
67190,-0.2
67191,-0.5
67192,-0.4
67193,-0.4
67194,-0.4
67195,-0.4
67196,-0.4
67197,-0.4
67198,-0.3
67199,-0.4
67200,-0.4
67201,-0.4
67202,-0.4
67203,-0.4
67204,-0.4
67205,-0.4
67206,-0.4
67207,-0.4
67208,-0.4
67209,-0.3
67210,-0.3
67211,-0.3
67212,-0.3
67213,-0.4
67214,-0.3
67215,-0.3
67216,-0.3
67217,-0.3
67218,-0.3
67219,-0.3
67220,-0.3
67221,-0.3
67222,-0.3
67223,-0.3
67224,-0.3
67225,-0.3
67226,-0.3
67227,-0.3
67228,-0.4
67229,-0.3
67230,-0.3
67231,-0.4
67232,-0.3
67233,-0.3
67234,-0.4
67235,-0.4
67236,-0.3
67237,-0.4
67238,-0.4
67239,-0.4
67240,-0.4
67241,-0.4
67242,-0.4
67243,-0.5
67244,0.1
67245,2.8
67246,9.3
67247,5.3
67248,4
67249,5.8
67250,6.9
67251,6.1
67252,7.9
67253,11.1
67254,17.7
67255,10.6
67256,8.9
67257,5.5
67258,4.6
67259,5.6
67260,3.9
67261,5.6
67262,8.4
67263,16.9
67264,12.4
67265,6.9
67266,13.3
67267,11.6
67268,10.5
67269,11.2
67270,14.9
67271,14.9
67272,11.1
67273,20.2
67274,15.4
67275,22.3
67276,11.7
67277,11.2
67278,9.6
67279,4.7
67280,4.3
67281,4.7
67282,3
67283,1.9
67284,0.4
67285,-0.2
67286,-0.5
67287,-0.5
67288,-0.4
67289,-0.4
67290,-0.4
67291,-0.4
67292,-0.4
67293,-0.4
67294,-0.4
67295,-0.4
67296,-0.4
67297,-0.4
67298,-0.4
67299,-0.4
67300,-0.4
67301,-0.4
67302,-0.4
67303,-0.4
67304,-0.4
67305,-0.4
67306,-0.4
67307,-0.4
67308,-0.4
67309,-0.4
67310,-0.4
67311,-0.3
67312,-0.3
67313,-0.3
67314,-0.3
67315,-0.4
67316,-0.3
67317,-0.3
67318,-0.4
67319,-0.3
67320,-0.4
67321,-0.4
67322,-0.4
67323,-0.4
67324,-0.4
67325,-0.4
67326,-0.4
67327,-0.4
67328,-0.4
67329,-0.4
67330,-0.4
67331,-0.4
67332,-0.4
67333,-0.4
67334,-0.4
67335,-0.4
67336,-0.4
67337,-0.4
67338,-0.4
67339,-0.5
67340,-0.2
67341,1.7
67342,5.2
67343,8.1
67344,16.8
67345,20.1
67346,36.1
67347,47.1
67348,48.9
67349,55.3
67350,62.1
67351,70
67352,73.6
67353,77.2
67354,79.8
67355,81
67356,84.3
67357,86.3
67358,88.1
67359,89.9
67360,83.7
67361,54.3
67362,45.3
67363,67.2
67364,71.4
67365,46.5
67366,35.6
67367,45.1
67368,29.9
67369,19
67370,15.9
67371,20.9
67372,16.5
67373,10.1
67374,5.8
67375,3.8
67376,2.7
67377,3.7
67378,3.2
67379,2.4
67380,0.8
67381,-0.1
67382,-0.4
67383,-0.5
67384,-0.4
67385,-0.4
67386,-0.4
67387,-0.4
67388,-0.4
67389,-0.4
67390,-0.4
67391,-0.4
67392,-0.4
67393,-0.4
67394,-0.4
67395,-0.4
67396,-0.4
67397,-0.4
67398,-0.4
67399,-0.4
67400,-0.4
67401,-0.4
67402,-0.3
67403,-0.3
67404,-0.3
67405,-0.3
67406,-0.3
67407,-0.3
67408,-0.3
67409,-0.3
67410,-0.4
67411,-0.3
67412,-0.3
67413,-0.3
67414,-0.3
67415,-0.3
67416,-0.3
67417,-0.3
67418,-0.3
67419,-0.3
67420,-0.3
67421,-0.3
67422,-0.3
67423,-0.3
67424,-0.3
67425,-0.3
67426,-0.4
67427,-0.3
67428,-0.3
67429,-0.4
67430,-0.4
67431,-0.4
67432,-0.4
67433,-0.4
67434,-0.4
67435,-0.5
67436,0.1
67437,3.4
67438,10.3
67439,19
67440,28.3
67441,37.8
67442,45.8
67443,52.6
67444,58.1
67445,62.5
67446,66.7
67447,70.6
67448,74.5
67449,77.4
67450,79.7
67451,81.4
67452,83.7
67453,83.4
67454,86.4
67455,88.3
67456,88.8
67457,88.7
67458,88.7
67459,88
67460,86.2
67461,84.8
67462,83.7
67463,81.4
67464,79.2
67465,76.7
67466,73.9
67467,70.1
67468,65.1
67469,60.4
67470,55.5
67471,49.8
67472,42.9
67473,35
67474,25.5
67475,16.5
67476,9.3
67477,3.7
67478,0.4
67479,-0.3
67480,-0.5
67481,-0.3
67482,-0.3
67483,-0.3
67484,-0.3
67485,-0.3
67486,-0.3
67487,-0.3
67488,-0.3
67489,-0.3
67490,-0.3
67491,-0.3
67492,-0.3
67493,-0.3
67494,-0.3
67495,-0.3
67496,-0.3
67497,-0.3
67498,-0.3
67499,-0.3
67500,-0.3
67501,-0.4
67502,-0.3
67503,-0.3
67504,-0.3
67505,-0.3
67506,-0.3
67507,-0.3
67508,-0.3
67509,-0.3
67510,-0.3
67511,-0.3
67512,-0.3
67513,-0.4
67514,-0.4
67515,-0.4
67516,-0.3
67517,-0.3
67518,-0.3
67519,-0.3
67520,-0.3
67521,-0.3
67522,-0.3
67523,-0.3
67524,-0.3
67525,-0.3
67526,-0.3
67527,-0.4
67528,-0.4
67529,-0.3
67530,-0.3
67531,-0.5
67532,0.8
67533,2.1
67534,8
67535,16.5
67536,24.6
67537,33.9
67538,41.8
67539,48.9
67540,55.1
67541,60.1
67542,64.1
67543,67.8
67544,70.4
67545,74.1
67546,77.5
67547,80.2
67548,81.9
67549,83.7
67550,84.3
67551,85.4
67552,85.7
67553,85.7
67554,85.8
67555,85.1
67556,84.7
67557,83.1
67558,81.7
67559,79.2
67560,76.8
67561,72.7
67562,69.4
67563,65.1
67564,60.2
67565,54.7
67566,49
67567,42.5
67568,34.7
67569,26.6
67570,18
67571,12.7
67572,7
67573,3.1
67574,0.5
67575,-0.4
67576,-0.5
67577,-0.3
67578,-0.3
67579,-0.3
67580,-0.3
67581,-0.3
67582,-0.3
67583,-0.3
67584,-0.3
67585,-0.3
67586,-0.3
67587,-0.3
67588,-0.3
67589,-0.3
67590,-0.3
67591,-0.3
67592,-0.3
67593,-0.3
67594,-0.3
67595,-0.3
67596,-0.3
67597,-0.3
67598,-0.3
67599,-0.3
67600,-0.3
67601,-0.3
67602,-0.3
67603,-0.3
67604,-0.3
67605,-0.3
67606,-0.3
67607,-0.3
67608,-0.3
67609,-0.3
67610,-0.3
67611,-0.3
67612,-0.3
67613,-0.3
67614,-0.3
67615,-0.3
67616,-0.3
67617,-0.3
67618,-0.3
67619,-0.3
67620,-0.3
67621,-0.3
67622,-0.3
67623,-0.4
67624,-0.3
67625,-0.4
67626,-0.4
67627,-0.5
67628,0.1
67629,2.8
67630,8.7
67631,16.7
67632,25.6
67633,34.6
67634,42.7
67635,50
67636,56.4
67637,62.1
67638,67
67639,71.4
67640,75.5
67641,78.7
67642,81.7
67643,83.9
67644,86.1
67645,87.6
67646,88.6
67647,88.9
67648,88.5
67649,87.4
67650,86.8
67651,85.5
67652,85.7
67653,85
67654,85.5
67655,85.4
67656,83.1
67657,80.7
67658,77.6
67659,73.2
67660,68.2
67661,63.2
67662,57.2
67663,49.4
67664,38.9
67665,25.7
67666,19.4
67667,12.4
67668,7.6
67669,3.2
67670,0.4
67671,-0.3
67672,-0.5
67673,-0.3
67674,-0.3
67675,-0.3
67676,-0.3
67677,-0.3
67678,-0.3
67679,-0.3
67680,-0.3
67681,-0.3
67682,-0.4
67683,-0.3
67684,-0.3
67685,-0.3
67686,-0.3
67687,-0.3
67688,-0.3
67689,-0.3
67690,-0.3
67691,-0.3
67692,-0.3
67693,-0.3
67694,-0.3
67695,-0.3
67696,-0.3
67697,-0.3
67698,-0.3
67699,-0.3
67700,-0.3
67701,-0.3
67702,-0.3
67703,-0.3
67704,-0.3
67705,-0.3
67706,-0.3
67707,-0.3
67708,-0.3
67709,-0.3
67710,-0.3
67711,-0.3
67712,-0.3
67713,-0.3
67714,-0.3
67715,-0.3
67716,-0.3
67717,-0.3
67718,-0.3
67719,-0.3
67720,-0.3
67721,-0.3
67722,-0.4
67723,-0.5
67724,0.2
67725,3.9
67726,10.5
67727,18.7
67728,28.2
67729,37.7
67730,45.8
67731,52.8
67732,58.9
67733,64.1
67734,68.7
67735,73
67736,76.6
67737,79.7
67738,82.6
67739,84.9
67740,86.4
67741,88.1
67742,89.4
67743,90.1
67744,90.3
67745,90.3
67746,90.3
67747,89.3
67748,87.8
67749,86.8
67750,85.6
67751,83.6
67752,81.2
67753,78.6
67754,75.7
67755,71.9
67756,67.3
67757,62.7
67758,56.9
67759,50.4
67760,43
67761,34.3
67762,25.1
67763,16.7
67764,9.7
67765,4.1
67766,0.5
67767,-0.3
67768,-0.5
67769,-0.4
67770,-0.3
67771,-0.3
67772,-0.3
67773,-0.3
67774,-0.3
67775,-0.3
67776,-0.3
67777,-0.3
67778,-0.3
67779,-0.4
67780,-0.4
67781,-0.4
67782,-0.4
67783,-0.3
67784,-0.3
67785,-0.3
67786,-0.3
67787,-0.3
67788,-0.3
67789,-0.3
67790,-0.3
67791,-0.3
67792,-0.3
67793,-0.3
67794,-0.3
67795,-0.3
67796,-0.3
67797,-0.3
67798,-0.3
67799,-0.3
67800,-0.3
67801,-0.3
67802,-0.3
67803,-0.3
67804,-0.3
67805,-0.3
67806,-0.3
67807,-0.3
67808,-0.3
67809,-0.3
67810,-0.3
67811,-0.3
67812,-0.3
67813,-0.3
67814,-0.3
67815,-0.3
67816,-0.3
67817,-0.3
67818,-0.4
67819,-0.4
67820,0.3
67821,3.6
67822,9.2
67823,18
67824,28.6
67825,38.9
67826,47.3
67827,54.1
67828,59.8
67829,65.3
67830,70.2
67831,74.3
67832,78.2
67833,81.6
67834,84.4
67835,86.7
67836,88.8
67837,90.2
67838,91
67839,91.6
67840,92.4
67841,92.6
67842,92.6
67843,91.9
67844,90.8
67845,88.8
67846,86.5
67847,84.1
67848,81.5
67849,78.4
67850,74.7
67851,70.9
67852,66.3
67853,61.5
67854,56
67855,50.2
67856,43.5
67857,35.6
67858,26.8
67859,18.1
67860,11
67861,5.4
67862,0.9
67863,-0.2
67864,-0.5
67865,-0.4
67866,-0.4
67867,-0.4
67868,-0.4
67869,-0.4
67870,-0.4
67871,-0.4
67872,-0.4
67873,-0.4
67874,-0.4
67875,-0.3
67876,-0.3
67877,-0.3
67878,-0.3
67879,-0.3
67880,-0.3
67881,-0.3
67882,-0.3
67883,-0.3
67884,-0.3
67885,-0.3
67886,-0.3
67887,-0.3
67888,-0.3
67889,-0.3
67890,-0.3
67891,-0.3
67892,-0.3
67893,-0.3
67894,-0.3
67895,-0.3
67896,-0.3
67897,-0.3
67898,-0.3
67899,-0.3
67900,-0.3
67901,-0.3
67902,-0.3
67903,-0.3
67904,-0.3
67905,-0.3
67906,-0.3
67907,-0.3
67908,-0.3
67909,-0.3
67910,-0.3
67911,-0.3
67912,-0.3
67913,-0.3
67914,-0.4
67915,-0.4
67916,0.2
67917,4.1
67918,12
67919,21.4
67920,31.1
67921,40.4
67922,48.5
67923,55.2
67924,60.7
67925,65.8
67926,70.4
67927,74.4
67928,78.1
67929,81.1
67930,83.9
67931,86.3
67932,87.9
67933,89.1
67934,90
67935,90.9
67936,91.3
67937,91.8
67938,91.6
67939,91.2
67940,90
67941,88.6
67942,86.7
67943,84.6
67944,81.3
67945,78.7
67946,75.2
67947,71.6
67948,66.9
67949,62
67950,56.4
67951,50.4
67952,43.7
67953,35.4
67954,26.5
67955,18.1
67956,11
67957,5.1
67958,0.8
67959,-0.2
67960,-0.5
67961,-0.4
67962,-0.3
67963,-0.3
67964,-0.3
67965,-0.3
67966,-0.3
67967,-0.3
67968,-0.3
67969,-0.3
67970,-0.3
67971,-0.3
67972,-0.3
67973,-0.3
67974,-0.3
67975,-0.3
67976,-0.3
67977,-0.3
67978,-0.3
67979,-0.3
67980,-0.3
67981,-0.3
67982,-0.3
67983,-0.3
67984,-0.3
67985,-0.3
67986,-0.3
67987,-0.3
67988,-0.3
67989,-0.3
67990,-0.3
67991,-0.3
67992,-0.3
67993,-0.3
67994,-0.3
67995,-0.3
67996,-0.3
67997,-0.3
67998,-0.3
67999,-0.3
68000,-0.3
68001,-0.3
68002,-0.3
68003,-0.3
68004,-0.3
68005,-0.3
68006,-0.3
68007,-0.3
68008,-0.3
68009,-0.3
68010,-0.4
68011,-0.4
68012,0.3
68013,4.6
68014,11.9
68015,20.9
68016,30.5
68017,39.3
68018,47.1
68019,53.5
68020,59.1
68021,64
68022,68.7
68023,73.5
68024,77.1
68025,80.1
68026,83.1
68027,84.9
68028,86.3
68029,87
68030,87.6
68031,88.5
68032,90.5
68033,91.4
68034,91.3
68035,91.1
68036,90.4
68037,88.6
68038,86.9
68039,84.9
68040,82.9
68041,80.2
68042,77.2
68043,73.7
68044,69.3
68045,64.1
68046,58.6
68047,52.6
68048,45.3
68049,36.9
68050,27.2
68051,18
68052,10.7
68053,5.1
68054,0.8
68055,-0.2
68056,-0.5
68057,-0.4
68058,-0.3
68059,-0.4
68060,-0.3
68061,-0.3
68062,-0.3
68063,-0.3
68064,-0.3
68065,-0.3
68066,-0.3
68067,-0.3
68068,-0.3
68069,-0.3
68070,-0.3
68071,-0.3
68072,-0.3
68073,-0.3
68074,-0.3
68075,-0.3
68076,-0.3
68077,-0.3
68078,-0.3
68079,-0.3
68080,-0.3
68081,-0.3
68082,-0.3
68083,-0.3
68084,-0.3
68085,-0.3
68086,-0.3
68087,-0.3
68088,-0.3
68089,-0.3
68090,-0.3
68091,-0.3
68092,-0.3
68093,-0.3
68094,-0.3
68095,-0.3
68096,-0.3
68097,-0.3
68098,-0.3
68099,-0.3
68100,-0.3
68101,-0.3
68102,-0.3
68103,-0.3
68104,-0.3
68105,-0.3
68106,-0.4
68107,-0.4
68108,0.5
68109,4.6
68110,11.8
68111,20.6
68112,28.8
68113,36.8
68114,43.2
68115,49.4
68116,56.4
68117,62.3
68118,67.8
68119,72.2
68120,76.7
68121,80.7
68122,85
68123,88.2
68124,90.8
68125,92.7
68126,93.9
68127,94.8
68128,95
68129,95.1
68130,94.9
68131,93.6
68132,92.1
68133,90
68134,87.2
68135,84.4
68136,81.3
68137,77.7
68138,74
68139,70
68140,65.1
68141,61.2
68142,55.9
68143,49.7
68144,43.7
68145,36.3
68146,27.7
68147,19.1
68148,11.7
68149,5.8
68150,1.2
68151,-0.2
68152,-0.5
68153,-0.4
68154,-0.3
68155,-0.3
68156,-0.3
68157,-0.3
68158,-0.3
68159,-0.3
68160,-0.3
68161,-0.3
68162,-0.3
68163,-0.3
68164,-0.3
68165,-0.3
68166,-0.3
68167,-0.3
68168,-0.3
68169,-0.3
68170,-0.3
68171,-0.3
68172,-0.3
68173,-0.3
68174,-0.3
68175,-0.3
68176,-0.3
68177,-0.3
68178,-0.3
68179,-0.3
68180,-0.3
68181,-0.3
68182,-0.3
68183,-0.3
68184,-0.3
68185,-0.3
68186,-0.3
68187,-0.3
68188,-0.3
68189,-0.3
68190,-0.3
68191,-0.3
68192,-0.3
68193,-0.3
68194,-0.3
68195,-0.3
68196,-0.3
68197,-0.3
68198,-0.3
68199,-0.3
68200,-0.3
68201,-0.3
68202,-0.4
68203,-0.4
68204,0.6
68205,5.3
68206,12.6
68207,21.5
68208,30.5
68209,39.2
68210,47.1
68211,53.7
68212,59.2
68213,64
68214,68.6
68215,72.5
68216,75.9
68217,78.8
68218,81.3
68219,84.4
68220,86.9
68221,88.7
68222,89.8
68223,90.6
68224,91.1
68225,91.5
68226,91.1
68227,90.5
68228,86.9
68229,88
68230,82.5
68231,85.3
68232,83.4
68233,71.4
68234,61.8
68235,70.3
68236,58.2
68237,48.4
68238,36.8
68239,32.4
68240,21.1
68241,15
68242,16.7
68243,7.4
68244,5.2
68245,3.5
68246,0.9
68247,-0.3
68248,-0.5
68249,-0.4
68250,-0.3
68251,-0.3
68252,-0.3
68253,-0.3
68254,-0.4
68255,-0.3
68256,-0.3
68257,-0.3
68258,-0.3
68259,-0.3
68260,-0.3
68261,-0.3
68262,-0.3
