6.5054,380.13,57.967
13.304,324.23,44.392
12.043,276.9,31.541
14.053,217.77,20.706
16.918,171.23,10.772
14.361,110.7,3.9838
21.865,43.9,0.15839
33.025,5.9,-0.58407
20.284,1.767,-0.62225
15.822,0,-0.48508
16.491,0,-0.4978
21.314,0,-0.48508
14.749,0,-0.49497
14.945,0,-0.47659
17.999,0,-0.46103
17.205,0,-0.47093
16.963,0,-0.46669
11.669,0,-0.47518
14.316,0,-0.49356
13.042,0,-0.4978
9.5785,0,-0.47942
9.8443,0,-0.48083
10.533,0,-0.49922
10.885,0,-0.45396
10.697,0,-0.47518
6.8462,0,-0.46528
5.6979,0,-0.47659
3.6218,0,-0.47659
2.1326,0,-0.44265
0.88388,0,-0.46245
1.854,0,-0.45821
0.98995,0,-0.45538
-0.045255,0,-0.47659
-0.62508,0,-0.47376
-0.68165,0,-0.45679
-0.62084,0,-0.47093
-0.50063,0,-0.46245
-0.4879,0,-0.47235
-0.4681,0,-0.46528
-0.48225,0,-0.49073
-0.49073,0,-0.47093
-0.48932,0,-0.47659
-0.50629,0,-0.46952
-0.47093,0,-0.47093
-0.48649,0,-0.46952
-0.49356,0,-0.46386
-0.48508,0,-0.44831
-0.47518,0,-0.478
-0.48083,0,-0.49356
-0.50205,0,-0.47659
-0.49215,0,-0.47659
-0.49073,0,-0.48083
-0.47235,0.067,-0.47093
-0.48225,0,-0.48366
-0.47518,0,-0.47659
-0.45113,0,-0.4879
-0.46669,0,-0.47093
-0.47518,0,-0.47942
-0.46669,0,-0.47518
-0.47659,0.033,-0.57983
-0.48225,0.7,-0.54306
-0.48083,5.1,0.58548
-0.46669,23.833,7.3341
-0.4681,84.2,17.221
-0.48225,140.73,29.701
-0.48508,205.57,42.514
-0.49215,259.1,55.4
-0.49497,322.73,67.252
-0.45255,368.6,77.403
-0.4681,447.33,85.72
-0.46245,498.93,93.033
-0.4681,512.37,99.289
-0.47518,526.17,104.94
-0.47235,572.6,110.39
-0.47376,583.73,106.85
-0.44972,641.93,100.83
-0.46245,685.33,116.03
-0.46669,687.27,121.98
-0.46669,704.8,125.16
-0.4879,727.3,126.56
-0.48083,737.77,128.27
-0.49215,745.9,128.47
-0.478,745.97,128.68
-0.4879,747.2,127.73
-0.4978,743.33,125.83
-0.49356,729.9,123.52
-0.51336,713.57,119.27
-0.51619,688.3,116.19
-0.63215,672.7,113.83
0.84429,649,109.7
7.6452,624.47,105.38
17.464,585.03,99.897
30.292,554.37,94.932
34.999,513,88.444
32.583,475.53,80.472
58.725,427.9,71.251
76.189,386.1,59.182
85.588,331.23,45.867
92.764,284.03,32.702
98.443,225.4,21.572
104.56,178,11.621
110.53,109.07,2.5003
112.43,39.267,0.11597
118.07,5.9,-0.55296
115.93,1.9,-0.57983
111.31,0,-0.46528
123.42,0,-0.44831
124.37,0,-0.46669
124.74,0,-0.45255
122.52,0,-0.48508
124.95,0,-0.50063
125.61,0,-0.45113
124.43,0,-0.44831
122.85,0,-0.45113
119.5,0,-0.47518
116.52,0,-0.46386
113.78,0,-0.46103
109.92,0,-0.46952
104.35,0,-0.45113
100.84,0,-0.47093
94.905,0,-0.47376
88.303,0,-0.48225
80.449,0,-0.50205
70.135,0,-0.4879
57.967,0,-0.45396
44.392,0,-0.49073
31.541,0,-0.46386
20.706,0,-0.46669
10.772,0,-0.48649
3.9838,0,-0.46528
0.15839,0,-0.49639
-0.58407,0,-0.47093
-0.62225,0,-0.47093
-0.48508,0,-0.44972
-0.4978,0,-0.47518
-0.48508,0,-0.48508
-0.49497,0,-0.47659
-0.47659,0,-0.478
-0.46103,0,-0.47659
-0.47093,0,-0.45396
-0.46669,0,-0.46103
-0.47518,0,-0.45821
-0.49356,0,-0.4681
-0.4978,0,-0.46952
-0.47942,0,-0.48508
-0.48083,0,-0.45113
-0.49922,0,-0.46669
-0.45396,0,-0.45113
-0.47518,0,-0.47518
-0.46528,0,-0.46952
-0.47659,0,-0.48649
-0.47659,0,-0.49356
-0.44265,0,-0.48366
-0.46245,0,-0.48225
-0.45821,0,-0.48508
-0.45538,0.033,-0.5374
-0.47659,0.5,-0.60104
-0.47376,5.033,0.67034
-0.45679,24.433,7.559
-0.47093,84.567,17.16
-0.46245,139.43,29.269
-0.47235,202.83,41.766
-0.46528,254.37,54.624
-0.49073,317.83,66.988
-0.47093,365.7,77.472
-0.47659,443.73,85.935
-0.46952,495.07,93.016
-0.47093,513.33,99.087
-0.46952,520.87,105
-0.46386,565.4,110.18
-0.44831,597,114.67
-0.478,634.8,118.85
-0.49356,660.93,121.98
-0.47659,688.1,124.58
-0.47659,706.77,126.41
-0.48083,726.37,127.63
-0.47093,737.77,128.52
-0.48366,748.3,128.65
-0.47659,750.7,129.39
-0.4879,752.6,128.75
-0.47093,749.07,127.64
-0.47942,740.07,126.1
-0.47518,727.67,124.09
-0.57983,707.63,121.35
-0.54306,687.83,117.39
0.58548,657.47,113.06
7.3341,630.13,108.25
17.221,593.63,102.52
29.701,561.97,97.008
42.514,519.6,90.484
55.4,482.07,82.323
67.252,431.27,72.818
77.403,389.33,60.658
85.72,333.83,46.809
93.033,287.23,33.672
99.289,228.5,20.17
104.94,179.77,8.1077
110.39,104.37,2.2401
106.85,44.5,0.13859
100.83,6.367,-0.56851
116.03,2.167,-0.58548
121.98,0.067,-0.44406
125.16,0,-0.42426
126.56,0,-0.44972
128.27,0,-0.43558
128.47,0,-0.46669
128.68,0,-0.46528
127.73,0,-0.45396
125.83,0,-0.46528
123.52,0,-0.45538
119.27,0,-0.47376
116.19,0,-0.478
113.83,0,-0.44831
109.7,0,-0.46386
105.38,0,-0.42992
99.897,0,-0.43275
94.932,0,-0.45113
88.444,0,-0.45255
80.472,0,-0.49073
71.251,0,-0.44406
59.182,0,-0.44689
45.867,0,-0.45538
32.702,0,-0.46528
21.572,0,-0.4681
11.621,0,-0.478
2.5003,0,-0.47659
0.11597,0,-0.4681
-0.55296,0,-0.45821
-0.57983,0,-0.46528
-0.46528,0,-0.44972
-0.44831,0,-0.48083
-0.46669,0,-0.47235
-0.45255,0,-0.45821
-0.48508,0,-0.46386
-0.50063,0,-0.47235
-0.45113,0,-0.45396
-0.44831,0,-0.43982
-0.45113,0,-0.45255
-0.47518,0,-0.47376
-0.46386,0,-0.48508
-0.46103,0,-0.45679
-0.46952,0,-0.49356
-0.45113,0,-0.46952
-0.47093,0,-0.4681
-0.47376,0,-0.48083
-0.48225,0,-0.478
-0.50205,0,-0.47376
-0.4879,0,-0.4681
-0.45396,0,-0.46386
-0.49073,0,-0.48225
-0.46386,0,-0.45962
-0.46669,0,-0.56569
-0.48649,0.6,-0.51477
-0.46528,5.467,0.74953
-0.49639,26.733,8.0992
-0.47093,91,18.133
-0.47093,157.93,32.822
-0.44972,246.8,45.505
-0.47518,282.33,57.979
-0.48508,365.43,70.186
-0.47659,380.83,74.518
-0.478,430.07,82.695
-0.47659,479.6,92.724
-0.45396,507.43,98.627
-0.46103,519.3,106.57
-0.45821,571.13,111.33
-0.4681,601.2,115.13
-0.46952,637.23,118.28
-0.48508,660.9,121.2
-0.45113,687.2,123.84
-0.46669,708.47,127.24
-0.45113,730.3,129.11
-0.47518,744.5,130.49
-0.46952,755.4,130.97
-0.48649,759.53,130.94
-0.49356,760.17,129.94
-0.48366,755.43,129.1
-0.48225,744.9,127.3
-0.48508,730.57,124.73
-0.5374,710.7,120.87
-0.60104,691.37,117.36
0.67034,663.23,113.57
7.559,640.03,109.04
17.16,604.1,103.88
29.269,572.97,98.633
41.766,529.57,91.805
54.624,491.5,84.106
66.988,441.4,74.43
77.472,398.47,62.268
85.935,342.2,48.462
93.016,296.33,35.091
99.087,238.2,23.204
105,190.93,12.893
110.18,126.5,4.8027
114.67,61.033,0.26446
118.85,6.933,-0.5275
121.98,2.4,-0.60104
124.58,0.067,-0.48649
126.41,0,-0.46528
127.63,0,-0.46528
128.52,0,-0.47235
128.65,0,-0.47235
129.39,0,-0.478
128.75,0,-0.47093
127.64,0,-0.45821
126.1,0,-0.46528
124.09,0,-0.48225
121.35,0,-0.45679
117.39,0,-0.45113
113.06,0,-0.46386
108.25,0,-0.46669
102.52,0,-0.47518
97.008,0,-0.46103
90.484,0,-0.47376
82.323,0,-0.45396
72.818,0,-0.46669
60.658,0,-0.46528
46.809,0,-0.46245
33.672,0,-0.47093
20.17,0,-0.47942
8.1077,0,-0.44689
2.2401,0,-0.44972
0.13859,0,-0.44831
-0.56851,0,-0.45113
-0.58548,0,-0.45962
-0.44406,0,-0.44265
-0.42426,0,-0.44548
-0.44972,0,-0.44689
-0.43558,0,-0.45962
-0.46669,0,-0.46669
-0.46528,0,-0.44123
-0.45396,0,-0.46386
-0.46528,0,-0.44123
-0.45538,0,-0.45962
-0.47376,0,-0.478
-0.478,0,-0.47093
-0.44831,0,-0.45113
-0.46386,0,-0.46669
-0.42992,0,-0.43841
-0.43275,0,-0.46386
-0.45113,0,-0.47659
-0.45255,0,-0.46528
-0.49073,0,-0.4681
-0.44406,0,-0.4879
-0.44689,0,-0.4681
-0.45538,0,-0.45679
-0.46528,0,-0.48508
-0.4681,0,-0.5671
-0.478,0.533,-0.57558
-0.47659,5.1,0.60245
-0.4681,23.233,7.1884
-0.45821,83.4,17.928
-0.46528,145.2,30.605
-0.44972,212,43.528
-0.48083,263.4,56.673
-0.47235,333.73,69.511
-0.45821,381,79.817
-0.46386,458.63,88.308
-0.47235,513.5,95.113
-0.45396,539.8,101.12
-0.43982,539,106.99
-0.45255,583.87,111.75
-0.47376,615.6,116.05
-0.48508,651.73,119.43
-0.45679,678.07,122.39
-0.49356,705.73,125.17
-0.46952,724.67,127.28
-0.4681,743.27,128.76
-0.48083,753.27,130.05
-0.478,763.53,131.08
-0.47376,768.53,130.9
-0.4681,765.83,129.66
-0.46386,758.63,127.91
-0.48225,747.13,125.78
-0.45962,735.4,123.52
-0.56569,714.3,120.57
-0.51477,695.63,117.12
0.74953,664.47,113
8.0992,638.33,108.38
18.133,600.5,103.21
32.822,568.7,97.596
45.505,526.43,91.259
57.979,488.9,83.249
70.186,436.3,73.026
74.518,391.5,60.835
82.695,333.03,47.045
92.724,286.43,33.893
98.627,229.37,22.383
106.57,184.03,13.262
111.33,127.27,5.4843
115.13,67.4,0.41295
118.28,7.9,-0.50487
121.2,2.7,-0.60528
123.84,0.067,-0.46952
127.24,0,-0.45255
129.11,0,-0.46245
130.49,0,-0.45538
130.97,0,-0.45538
130.94,0,-0.45255
129.94,0,-0.45255
129.1,0,-0.46952
127.3,0,-0.45962
124.73,0,-0.47518
120.87,0,-0.4681
117.36,0,-0.47518
113.57,0,-0.48083
109.04,0,-0.46103
103.88,0,-0.47659
98.633,0,-0.46245
91.805,0,-0.47235
84.106,0,-0.4681
74.43,0,-0.48932
62.268,0,-0.49356
48.462,0,-0.48508
35.091,0,-0.47942
23.204,0,-0.46952
12.893,0,-0.48649
4.8027,0,-0.4681
0.26446,0,-0.47093
-0.5275,0,-0.47518
-0.60104,0,-0.46386
-0.48649,0,-0.46103
-0.46528,0,-0.47093
-0.46528,0,-0.4681
-0.47235,0,-0.49922
-0.47235,0,-0.47518
-0.478,0,-0.4879
-0.47093,0,-0.478
-0.45821,0,-0.47235
-0.46528,0,-0.5077
-0.48225,0,-0.50205
-0.45679,0,-0.48932
-0.45113,0,-0.48225
-0.46386,0,-0.50063
-0.46669,0,-0.49356
-0.47518,0,-0.48508
-0.46103,0,-0.47659
-0.47376,0,-0.47093
-0.45396,0,-0.46386
-0.46669,0,-0.48225
-0.46528,0,-0.47518
-0.46245,0,-0.49356
-0.47093,0,-0.47659
-0.47942,0.033,-0.57276
-0.44689,0.633,-0.5176
-0.44972,5.4,0.74105
-0.44831,24.467,7.6481
-0.45113,84.6,17.252
-0.45962,139.33,29.44
-0.44265,204.77,42.117
-0.44548,257.63,54.789
-0.44689,323.23,66.392
-0.45962,370.17,76.792
-0.46669,448.13,85.247
-0.44123,504.33,92.552
-0.46386,533.13,99.013
-0.44123,531.07,104.68
-0.45962,574.1,109.63
-0.478,607.03,114.12
-0.47093,642.57,117.36
-0.45113,669.43,119.9
-0.46669,695.83,121.86
-0.43841,715.43,123.8
-0.46386,733.57,124.18
-0.47659,740.97,124.84
-0.46528,744.8,125.15
-0.4681,752.2,126.01
-0.4879,752.9,125.15
-0.4681,745.1,123.39
-0.45679,739.4,121.67
-0.48508,733.07,120.31
-0.5671,713.77,117.39
-0.57558,694.17,114.58
0.60245,667.57,111.66
7.1884,644.7,106.86
17.928,604.37,101.4
30.605,573.43,96.141
43.528,531.87,89.825
56.673,495.87,81.227
69.511,441.23,71.027
79.817,399.83,61.452
88.308,351.33,47.923
95.113,302.07,35.075
101.12,240.23,23.173
106.99,188.03,13.304
111.75,125.93,6.091
116.05,73.733,0.95318
119.43,10.9,-0.39598
122.39,3.967,-0.66892
125.17,0.2,-0.45113
127.28,0,-0.47376
128.76,0,-0.46528
130.05,0,-0.478
131.08,0,-0.45679
130.9,0,-0.46669
129.66,0,-0.48649
127.91,0,-0.45538
125.78,0,-0.44548
123.52,0,-0.46952
120.57,0,-0.47093
117.12,0,-0.45679
113,0,-0.47376
108.38,0,-0.44689
103.21,0,-0.43982
97.596,0,-0.45113
91.259,0,-0.45679
83.249,0,-0.45255
73.026,0,-0.46386
60.835,0,-0.48508
47.045,0,-0.46528
33.893,0,-0.45538
22.383,0,-0.46103
13.262,0,-0.45679
5.4843,0,-0.478
0.41295,0,-0.47518
-0.50487,0,-0.47376
-0.60528,0,-0.46103
-0.46952,0,-0.47659
-0.45255,0,-0.4681
-0.46245,0,-0.478
-0.45538,0,-0.48083
-0.45538,0,-0.45538
-0.45255,0,-0.51195
-0.45255,0,-0.49073
-0.46952,0,-0.48366
-0.45962,0,-0.47942
-0.47518,0,-0.46528
-0.4681,0,-0.47942
-0.47518,0,-0.49215
-0.48083,0,-0.4879
-0.46103,0,-0.49922
-0.47659,0,-0.49497
-0.46245,0,-0.48083
-0.47235,0,-0.47518
-0.4681,0,-0.52326
-0.48932,0,-0.49356
-0.49356,0,-0.51195
-0.48508,0,-0.48932
-0.47942,0,-0.47376
-0.46952,0,-0.58266
-0.48649,0.533,-0.53033
-0.4681,5.133,0.6265
-0.47093,21.933,6.8702
-0.47518,77.967,16.706
-0.46386,134.83,29.1
-0.46103,200.27,41.623
-0.47093,252.53,54.591
-0.4681,319.03,66.458
-0.49922,365.7,76.457
-0.47518,438.9,84.779
-0.4879,496.77,92.105
-0.478,528,98.343
-0.47235,523.8,103.34
-0.5077,563.9,108.6
-0.50205,598.77,113.3
-0.48932,636.4,116.79
-0.48225,658.47,119.69
-0.50063,684.97,121.36
-0.49356,705.63,123.2
-0.48508,723.37,124.58
-0.47659,730.7,124.83
-0.47093,736.57,125.18
-0.46386,743.9,125.38
-0.48225,746,125.34
-0.47518,741.93,124.19
-0.49356,730.63,123.05
-0.47659,721.1,120.99
-0.57276,702.67,118.63
-0.5176,684.67,114.81
0.74105,656.4,110.88
7.6481,629.87,105.9
17.252,593.53,100.87
29.44,560.67,95.165
42.117,518.3,88.405
54.789,480.17,80.927
66.392,431.03,71.569
76.792,390.3,60.555
85.247,336.3,47.576
92.552,291.03,34.265
99.013,230.1,22.278
104.68,181.1,12.838
109.63,108.13,3.7166
114.12,44.667,0.6067
117.36,8.767,-0.48508
119.9,2.9,-0.67458
121.86,0.133,-0.48508
123.8,0,-0.44831
124.18,0,-0.46386
124.84,0,-0.4681
125.15,0,-0.47235
126.01,0,-0.46952
125.15,0,-0.47093
123.39,0,-0.4681
121.67,0,-0.46528
120.31,0,-0.47659
117.39,0,-0.47659
114.58,0,-0.47376
111.66,0,-0.46669
106.86,0,-0.44548
101.4,0,-0.45255
96.141,0,-0.47518
89.825,0,-0.44972
81.227,0,-0.46669
71.027,0,-0.46386
61.452,0,-0.45962
47.923,0,-0.48508
35.075,0,-0.46245
23.173,0,-0.478
13.304,0,-0.49497
6.091,0,-0.48932
0.95318,0,-0.478
-0.39598,0,-0.48649
-0.66892,0,-0.47942
-0.45113,0,-0.4879
-0.47376,0,-0.49497
-0.46528,0,-0.49497
-0.478,0,-0.49497
-0.45679,0,-0.48225
-0.46669,0,-0.50205
-0.48649,0,-0.48932
-0.45538,0,-0.48366
-0.44548,0,-0.51195
-0.46952,0,-0.49215
-0.47093,0,-0.5176
-0.45679,0,-0.51053
-0.47376,0,-0.48932
-0.44689,0,-0.51195
-0.43982,0,-0.51053
-0.45113,0,-0.47659
-0.45679,0,-0.50487
-0.45255,0,-0.49639
-0.46386,0,-0.4978
-0.48508,0,-0.49497
-0.46528,0,-0.48508
-0.45538,0,-0.4978
-0.46103,0,-0.48649
-0.45679,0,-0.61801
-0.478,0.3,-0.70145
-0.47518,1.233,-0.63922
-0.47376,3.533,-0.38467
-0.46103,6.2,-0.049497
-0.47659,11.1,0.67741
-0.4681,17.033,1.5443
-0.478,29.767,2.11
-0.48083,26.567,2.6078
-0.45538,31.567,2.9826
-0.51195,35.9,3.9216
-0.49073,38.933,5.3316
-0.48366,49.6,7.8531
-0.47942,79.533,10.018
-0.46528,88.533,11.114
-0.47942,100.93,11.964
-0.49215,107.27,16.518
-0.4879,125.33,13.137
-0.49922,108.8,14.781
-0.49497,105.67,16.986
-0.48083,129.53,19.211
-0.47518,165.2,21.817
-0.52326,178.6,24.015
-0.49356,210,27.003
-0.51195,214,33.059
-0.48932,233.5,27.642
-0.47376,224.83,25.374
-0.58266,198.47,24.446
-0.53033,194,29.001
0.6265,211.2,26.055
6.8702,192.53,24.514
16.706,176.3,25.611
29.1,210.3,27.088
41.623,153.47,22.408
54.591,143.2,24.059
66.458,149.73,23.919
76.457,131,15.298
84.779,105.77,11.478
92.105,89.433,8.2618
98.343,61.133,4.1238
103.34,36.933,2.7605
108.6,25.4,0.54023
113.3,9.933,-0.44831
116.79,3.367,-0.63498
119.69,1.1,-0.62791
121.36,0,-0.4978
123.2,0,-0.50487
124.58,0,-0.48932
124.83,0,-0.51902
125.18,0,-0.49922
125.38,0,-0.47942
125.34,0,-0.49639
124.19,0,-0.50063
123.05,0,-0.49073
120.99,0,-0.48508
118.63,0,-0.50487
114.81,0,-0.51195
110.88,0,-0.49215
105.9,0,-0.49497
100.87,0,-0.48932
95.165,0,-0.478
88.405,0,-0.49073
80.927,0,-0.49215
71.569,0,-0.49356
60.555,0,-0.48932
47.576,0,-0.48649
34.265,0,-0.48366
22.278,0,-0.49497
12.838,0,-0.4978
3.7166,0,-0.46386
0.6067,0,-0.50629
-0.48508,0,-0.50063
-0.67458,0,-0.50346
-0.48508,0,-0.50629
-0.44831,0,-0.51195
-0.46386,0,-0.51195
-0.4681,0,-0.49215
-0.47235,0,-0.52043
-0.46952,0,-0.49922
-0.47093,0,-0.4978
-0.4681,0,-0.48366
-0.46528,0,-0.50629
-0.47659,0,-0.5077
-0.47659,0,-0.48366
-0.47376,0,-0.50205
-0.46669,0,-0.50205
-0.44548,0,-0.4978
-0.45255,0,-0.49073
-0.47518,0,-0.4978
-0.44972,0,-0.4978
-0.46669,0,-0.49497
-0.46386,0,-0.48083
-0.45962,0,-0.49922
-0.48508,0,-0.48366
-0.46245,0,-0.49215
-0.478,0,-0.51336
-0.49497,0,-0.61518
-0.48932,0.233,-0.70994
-0.478,1.433,-0.5374
-0.48649,4.367,-0.31537
-0.47942,6.233,-0.094752
-0.4879,8.733,0.25032
-0.49497,12.4,0.4879
-0.49497,13,0.80893
-0.49497,17.2,1.2685
-0.48225,20.467,1.4651
-0.50205,20.467,2.0308
-0.48932,29.067,2.926
-0.48366,30.467,3.0193
-0.51195,29.433,2.9006
-0.49215,32.633,4.5396
-0.5176,43.367,4.442
-0.51053,49.767,6.0401
-0.48932,61,6.5521
-0.51195,58.267,5.9157
-0.51053,59.467,6.7515
-0.47659,66.2,6.7359
-0.50487,54.667,5.6668
-0.49639,43.067,6.1363
-0.4978,37.267,7.5547
-0.49497,50.2,8.3283
-0.48508,52.9,6.1433
-0.4978,43.367,5.3556
-0.48649,35.9,4.6019
-0.61801,35.1,3.6444
-0.70145,30.267,3.7279
-0.63922,26.733,4.2992
-0.38467,27.933,3.7265
-0.049497,29.467,4.7617
0.67741,31.3,2.0831
1.5443,18.1,1.5684
2.11,17.133,1.8866
2.6078,27.6,2.5555
2.9826,30.1,1.8908
3.9216,21.567,1.6391
5.3316,28.467,1.1102
7.8531,22,0.34507
10.018,13.667,-0.22062
11.114,8.2,-0.64912
11.964,2.2,-0.70145
16.518,0.467,-0.54589
13.137,0.067,-0.49639
14.781,0,-0.52184
16.986,0,-0.4978
19.211,0,-0.49922
21.817,0,-0.49215
24.015,0,-0.51053
27.003,0,-0.48649
33.059,0,-0.5077
27.642,0,-0.49497
25.374,0,-0.49639
24.446,0,-0.49497
29.001,0,-0.49215
26.055,0,-0.48508
24.514,0,-0.50346
25.611,0.067,-0.50487
27.088,0,-0.47942
22.408,0,-0.4978
24.059,0,-0.52892
23.919,0,-0.50063
15.298,0,-0.50346
11.478,0,-0.48932
8.2618,0,-0.49073
4.1238,0.1,-0.48932
2.7605,0.033,-0.49356
0.54023,0.033,-0.47518
-0.44831,0.1,-0.49639
-0.63498,0.1,-0.48508
-0.62791,0.033,-0.48083
-0.4978,0,-0.5077
-0.50487,0.067,-0.48649
-0.48932,0.067,-0.47659
-0.51902,0.067,-0.48225
-0.49922,0,-0.4879
-0.47942,0.067,-0.47376
-0.49639,0.067,-0.478
-0.50063,0,-0.50487
-0.49073,0,-0.48649
-0.48508,0,-0.47235
-0.50487,0,-0.50346
-0.51195,0,-0.46245
-0.49215,0,-0.5077
-0.49497,0,-0.49639
-0.48932,0,-0.478
-0.478,0,-0.49215
-0.49073,0,-0.48083
-0.49215,0,-0.48508
-0.49356,0,-0.4879
-0.48932,0,-0.49073
-0.48649,0,-0.49215
-0.48366,0,-0.47376
-0.49497,0,-0.49497
-0.4978,0.133,-0.69579
-0.46386,1.167,-0.42709
-0.50629,4.567,1.0069
-0.50063,16.1,2.8143
-0.50346,28.967,3.8919
-0.50629,34.2,5.21
-0.51195,42.333,4.913
-0.51195,42.9,6.1886
-0.49215,58.767,12.51
-0.52043,122.17,17.795
-0.49922,163.43,25.452
-0.4978,261.8,38.771
-0.48366,376.13,33.146
-0.50629,290.3,38.608
-0.5077,313.03,43.283
-0.48366,348.7,42.073
-0.50205,336.3,32.005
-0.50205,279.43,33.299
-0.4978,294.03,45.623
-0.49073,351.7,56.939
-0.4978,431.5,58.684
-0.4978,460.27,51.64
-0.49497,432.8,58.671
-0.48083,594.8,89.011
-0.49922,530.93,83.987
-0.48366,499.23,73.778
-0.49215,711.5,101.43
-0.51336,839.6,101.14
-0.61518,760.93,117.86
-0.70994,755.97,100.86
-0.5374,645.5,87.319
-0.31537,566.37,66.174
-0.094752,437.7,43.909
0.25032,350,55.229
0.4879,516.6,70.631
0.80893,531.23,78.883
1.2685,490.3,66.226
1.4651,387.47,53.189
2.0308,325.67,38.549
2.926,246.83,25.456
3.0193,194.3,14.531
2.9006,121.9,6.842
4.5396,69.9,0.8853
4.442,10.067,-0.40871
6.0401,3.4,-0.65337
6.5521,0.133,-0.48225
